"year","parent_entity","parent_type","commodity","production_value","production_unit","total_emissions_MtCO2e"
1988,"Sonangol","State-owned Entity","Oil & NGL",84.141325815705,"Million bbl/yr",33.5537009490654
1988,"Sonangol","State-owned Entity","Natural Gas",9.18,"Bcf/yr",0.669133783521726
1989,"Sonangol","State-owned Entity","Oil & NGL",84.69830915847,"Million bbl/yr",33.7758135950877
1989,"Sonangol","State-owned Entity","Natural Gas",7.65,"Bcf/yr",0.557611486268105
1990,"Sonangol","State-owned Entity","Oil & NGL",88.421345364645,"Million bbl/yr",35.2604781433758
1990,"Sonangol","State-owned Entity","Natural Gas",9.69,"Bcf/yr",0.706307882606266
1991,"Sonangol","State-owned Entity","Oil & NGL",93.075041306685,"Million bbl/yr",37.1162692238385
1991,"Sonangol","State-owned Entity","Natural Gas",10.2,"Bcf/yr",0.743481981690806
1992,"Sonangol","State-owned Entity","Oil & NGL",97.97447663736,"Million bbl/yr",39.0700557408804
1992,"Sonangol","State-owned Entity","Natural Gas",10.2660705,"Bcf/yr",0.748297886227208
1993,"Sonangol","State-owned Entity","Oil & NGL",94.75039590459,"Million bbl/yr",37.784363606911
1993,"Sonangol","State-owned Entity","Natural Gas",10.085964,"Bcf/yr",0.735169853135503
1994,"Sonangol","State-owned Entity","Oil & NGL",99.850350004845,"Million bbl/yr",39.81811257717
1994,"Sonangol","State-owned Entity","Natural Gas",9.3636,"Bcf/yr",0.68251645919216
1995,"Sonangol","State-owned Entity","Oil & NGL",120.296249997705,"Million bbl/yr",47.9714855760404
1995,"Sonangol","State-owned Entity","Natural Gas",10.085964,"Bcf/yr",0.735169853135503
1996,"Sonangol","State-owned Entity","Oil & NGL",131.94017008095,"Million bbl/yr",52.614823538218
1996,"Sonangol","State-owned Entity","Natural Gas",10.085964,"Bcf/yr",0.735169853135503
1997,"Sonangol","State-owned Entity","Oil & NGL",132.87540000408,"Million bbl/yr",52.9877725600584
1997,"Sonangol","State-owned Entity","Natural Gas",10.2660705,"Bcf/yr",0.748297886227208
1998,"Sonangol","State-owned Entity","Oil & NGL",136.83555000357,"Million bbl/yr",54.5669928481647
1998,"Sonangol","State-owned Entity","Natural Gas",10.446177,"Bcf/yr",0.761425919318914
1999,"Sonangol","State-owned Entity","Oil & NGL",138.66644999643,"Million bbl/yr",55.297115296706
1999,"Sonangol","State-owned Entity","Natural Gas",10.085964,"Bcf/yr",0.735169853135503
2000,"Sonangol","State-owned Entity","Oil & NGL",138.94317377334,"Million bbl/yr",55.4074666224775
2000,"Sonangol","State-owned Entity","Natural Gas",10.2660705,"Bcf/yr",0.748297886227208
2001,"Sonangol","State-owned Entity","Oil & NGL",138.19469999184,"Million bbl/yr",55.1089918220248
2001,"Sonangol","State-owned Entity","Natural Gas",9.5456445,"Bcf/yr",0.695785753860387
2002,"Sonangol","State-owned Entity","Oil & NGL",166.85924999745,"Million bbl/yr",66.5397807881317
2002,"Sonangol","State-owned Entity","Natural Gas",11.166603,"Bcf/yr",0.813938051685736
2003,"Sonangol","State-owned Entity","Oil & NGL",168.00929999898,"Million bbl/yr",66.998395309043
2003,"Sonangol","State-owned Entity","Natural Gas",11.7069225,"Bcf/yr",0.853322150960852
2004,"Sonangol","State-owned Entity","Oil & NGL",196.33637204265,"Million bbl/yr",78.2946055232458
2004,"Sonangol","State-owned Entity","Natural Gas",13.5079875,"Bcf/yr",0.984602481877906
2005,"Sonangol","State-owned Entity","Oil & NGL",232.5977399592,"Million bbl/yr",92.7548375588202
2005,"Sonangol","State-owned Entity","Natural Gas",11.7069225,"Bcf/yr",0.853322150960852
2006,"Sonangol","State-owned Entity","Oil & NGL",264.38565494745,"Million bbl/yr",105.431155443877
2006,"Sonangol","State-owned Entity","Natural Gas",12.247242,"Bcf/yr",0.892706250235968
2007,"Sonangol","State-owned Entity","Oil & NGL",325.3918437045,"Million bbl/yr",129.759075092776
2007,"Sonangol","State-owned Entity","Natural Gas",14.9488395,"Bcf/yr",1.08962674661155
2008,"Sonangol","State-owned Entity","Oil & NGL",364.9832826642,"Million bbl/yr",145.547265855383
2008,"Sonangol","State-owned Entity","Natural Gas",12.247242,"Bcf/yr",0.892706250235968
2009,"Sonangol","State-owned Entity","Oil & NGL",351.22934996685,"Million bbl/yr",140.062501500572
2009,"Sonangol","State-owned Entity","Natural Gas",12.4273485,"Bcf/yr",0.905834283327673
2010,"Sonangol","State-owned Entity","Oil & NGL",357.1326000102,"Million bbl/yr",142.416587137587
2010,"Sonangol","State-owned Entity","Natural Gas",13.2198171,"Bcf/yr",0.963597628931177
2011,"Sonangol","State-owned Entity","Oil & NGL",328.6694999337,"Million bbl/yr",131.066131950536
2011,"Sonangol","State-owned Entity","Natural Gas",13.5440088,"Bcf/yr",0.987228088496247
2012,"Sonangol","State-owned Entity","Oil & NGL",334.520704857,"Million bbl/yr",133.399463144035
2012,"Sonangol","State-owned Entity","Natural Gas",13.688094,"Bcf/yr",0.997730514969611
2013,"Sonangol","State-owned Entity","Oil & NGL",337.7984999541,"Million bbl/yr",134.706575379244
2013,"Sonangol","State-owned Entity","Natural Gas",16.65985125,"Bcf/yr",1.21434306098275
2014,"Sonangol","State-owned Entity","Oil & NGL",326.9941499337,"Million bbl/yr",130.398039401006
2014,"Sonangol","State-owned Entity","Natural Gas",13.16578515,"Bcf/yr",0.959659219003665
2015,"Sonangol","State-owned Entity","Oil & NGL",340.4428500561,"Million bbl/yr",135.76108375152
2015,"Sonangol","State-owned Entity","Natural Gas",13.92223245,"Bcf/yr",1.01479695798883
2016,"Sonangol","State-owned Entity","Oil & NGL",334.6259864571,"Million bbl/yr",133.441447119102
2016,"Sonangol","State-owned Entity","Natural Gas",30.85209963,"Bcf/yr",2.24882158551319
2017,"Sonangol","State-owned Entity","Oil & NGL",315.2233500663,"Million bbl/yr",125.704104585348
2017,"Sonangol","State-owned Entity","Natural Gas",55.88669046,"Bcf/yr",4.07360268366093
2018,"Sonangol","State-owned Entity","Oil & NGL",308.2720500204,"Million bbl/yr",122.932079772496
2018,"Sonangol","State-owned Entity","Natural Gas",110.9555643,"Bcf/yr",8.08759439464566
2019,"Sonangol","State-owned Entity","Oil & NGL",281.55314994135,"Million bbl/yr",112.277172992158
2019,"Sonangol","State-owned Entity","Natural Gas",121.889796,"Bcf/yr",8.8845948115655
2020,"Sonangol","State-owned Entity","Oil & NGL",244.12911313815,"Million bbl/yr",97.3532943032032
2020,"Sonangol","State-owned Entity","Natural Gas",135.3335235,"Bcf/yr",9.86451335695875
2021,"Sonangol","State-owned Entity","Oil & NGL",216.51284999235,"Million bbl/yr",86.3405389663731
2021,"Sonangol","State-owned Entity","Natural Gas",105.50637342,"Bcf/yr",7.69040074424626
2022,"Sonangol","State-owned Entity","Oil & NGL",219.07815000765,"Million bbl/yr",87.363523911328
2022,"Sonangol","State-owned Entity","Natural Gas",99.14862825,"Bcf/yr",7.22698221698383
1959,"Sonatrach","State-owned Entity","Oil & NGL",1.0205,"Million bbl/yr",0.406952843760991
1960,"Sonatrach","State-owned Entity","Oil & NGL",6.7613,"Million bbl/yr",2.69625699414129
1961,"Sonatrach","State-owned Entity","Oil & NGL",12.1494,"Million bbl/yr",4.84491218029376
1961,"Sonatrach","State-owned Entity","Natural Gas",4.091983774305,"Bcf/yr",0.298266294663422
1962,"Sonatrach","State-owned Entity","Oil & NGL",15.8094,"Million bbl/yr",6.30443928285646
1962,"Sonatrach","State-owned Entity","Natural Gas",6.528338792723,"Bcf/yr",0.475853163015947
1963,"Sonatrach","State-owned Entity","Oil & NGL",18.4311,"Million bbl/yr",7.34991529509378
1963,"Sonatrach","State-owned Entity","Natural Gas",7.577983777005,"Bcf/yr",0.552362195661614
1964,"Sonatrach","State-owned Entity","Oil & NGL",63.8552124558,"Million bbl/yr",25.4640473276336
1964,"Sonatrach","State-owned Entity","Natural Gas",15.283946668383,"Bcf/yr",1.11405283892804
1965,"Sonatrach","State-owned Entity","Oil & NGL",66.529777311348,"Million bbl/yr",26.5306046757849
1965,"Sonatrach","State-owned Entity","Natural Gas",34.155911109208,"Bcf/yr",2.48963769391461
1966,"Sonatrach","State-owned Entity","Oil & NGL",87.255073423962,"Million bbl/yr",34.7953946716859
1966,"Sonatrach","State-owned Entity","Natural Gas",41.816257802682,"Bcf/yr",3.04800335470899
1967,"Sonatrach","State-owned Entity","Oil & NGL",101.98409109779,"Million bbl/yr",40.6690013626905
1967,"Sonatrach","State-owned Entity","Natural Gas",45.353220427182,"Bcf/yr",3.30581394110404
1968,"Sonatrach","State-owned Entity","Oil & NGL",116.668571709732,"Million bbl/yr",46.5248476578232
1968,"Sonatrach","State-owned Entity","Natural Gas",57.595674729978,"Bcf/yr",4.19817121422188
1969,"Sonatrach","State-owned Entity","Oil & NGL",125.239931032216,"Million bbl/yr",49.9429163018037
1969,"Sonatrach","State-owned Entity","Natural Gas",67.00347021064,"Bcf/yr",4.88390909925172
1970,"Sonatrach","State-owned Entity","Oil & NGL",141.15033188022,"Million bbl/yr",56.2876324904098
1970,"Sonatrach","State-owned Entity","Natural Gas",67.055256733839,"Bcf/yr",4.88768383914318
1971,"Sonatrach","State-owned Entity","Oil & NGL",110.86858507986,"Million bbl/yr",44.2119411876594
1971,"Sonatrach","State-owned Entity","Natural Gas",70.938077161272,"Bcf/yr",5.17070413580371
1972,"Sonatrach","State-owned Entity","Oil & NGL",153.45607017699,"Million bbl/yr",61.1948889278905
1972,"Sonatrach","State-owned Entity","Natural Gas",83.200657495612,"Bcf/yr",6.06452840321722
1973,"Sonatrach","State-owned Entity","Oil & NGL",162.551954324747,"Million bbl/yr",64.8221264785522
1973,"Sonatrach","State-owned Entity","Natural Gas",119.807658074169,"Bcf/yr",8.73282696536448
1974,"Sonatrach","State-owned Entity","Oil & NGL",153.684988051014,"Million bbl/yr",61.286176316251
1974,"Sonatrach","State-owned Entity","Natural Gas",145.895715956714,"Bcf/yr",10.6343956882056
1975,"Sonatrach","State-owned Entity","Oil & NGL",154.633984434594,"Million bbl/yr",61.664615098237
1975,"Sonatrach","State-owned Entity","Natural Gas",254.148621657196,"Bcf/yr",18.5249922425176
1976,"Sonatrach","State-owned Entity","Oil & NGL",173.529181878179,"Million bbl/yr",69.1996021958287
1976,"Sonatrach","State-owned Entity","Natural Gas",271.847199696246,"Bcf/yr",19.8150485046335
1977,"Sonatrach","State-owned Entity","Oil & NGL",189.203577939597,"Million bbl/yr",75.4502048919876
1977,"Sonatrach","State-owned Entity","Natural Gas",290.831635391435,"Bcf/yr",21.1988314332551
1978,"Sonatrach","State-owned Entity","Oil & NGL",207.46982123464,"Million bbl/yr",82.7343789769929
1978,"Sonatrach","State-owned Entity","Natural Gas",310.418291086623,"Bcf/yr",22.6265104127604
1979,"Sonatrach","State-owned Entity","Oil & NGL",211.71655527726,"Million bbl/yr",84.4278826470966
1979,"Sonatrach","State-owned Entity","Natural Gas",330.607166781812,"Bcf/yr",24.0980854431494
1980,"Sonatrach","State-owned Entity","Oil & NGL",196.97556166398,"Million bbl/yr",78.5495002161442
1980,"Sonatrach","State-owned Entity","Natural Gas",351.398262477,"Bcf/yr",25.6135565244222
1981,"Sonatrach","State-owned Entity","Oil & NGL",185.11576060319,"Million bbl/yr",73.8200736917658
1981,"Sonatrach","State-owned Entity","Natural Gas",675.487344604,"Bcf/yr",49.2365362326708
1982,"Sonatrach","State-owned Entity","Oil & NGL",187.87321273105,"Million bbl/yr",74.9196846520475
1982,"Sonatrach","State-owned Entity","Natural Gas",843.074557794,"Bcf/yr",61.4520336217435
1983,"Sonatrach","State-owned Entity","Oil & NGL",186.55133932773,"Million bbl/yr",74.3925507563365
1983,"Sonatrach","State-owned Entity","Natural Gas",1202.288459598,"Bcf/yr",87.635275147638
1984,"Sonatrach","State-owned Entity","Oil & NGL",208.41043826066,"Million bbl/yr",83.109476256394
1984,"Sonatrach","State-owned Entity","Natural Gas",1271.57770552,"Bcf/yr",92.6857953307704
1985,"Sonatrach","State-owned Entity","Oil & NGL",217.62632868529,"Million bbl/yr",86.7845696577589
1985,"Sonatrach","State-owned Entity","Natural Gas",1298.77770552,"Bcf/yr",94.6684139486125
1986,"Sonatrach","State-owned Entity","Oil & NGL",231.70451059848,"Million bbl/yr",92.3986374329252
1986,"Sonatrach","State-owned Entity","Natural Gas",1283.42819731,"Bcf/yr",93.5495823033233
1987,"Sonatrach","State-owned Entity","Oil & NGL",230.7,"Million bbl/yr",91.9980608090746
1987,"Sonatrach","State-owned Entity","Natural Gas",1471.6,"Bcf/yr",107.265498456489
1988,"Sonatrach","State-owned Entity","Oil & NGL",228.4,"Million bbl/yr",91.080871646262
1988,"Sonatrach","State-owned Entity","Natural Gas",1542.4,"Bcf/yr",112.426138094108
1989,"Sonatrach","State-owned Entity","Oil & NGL",260.6,"Million bbl/yr",103.921519925639
1989,"Sonatrach","State-owned Entity","Natural Gas",2316.5,"Bcf/yr",168.850589273211
1990,"Sonatrach","State-owned Entity","Oil & NGL",290.9,"Million bbl/yr",116.004490200953
1990,"Sonatrach","State-owned Entity","Natural Gas",1588,"Bcf/yr",115.749939894608
1991,"Sonatrach","State-owned Entity","Oil & NGL",293.1,"Million bbl/yr",116.881801574078
1991,"Sonatrach","State-owned Entity","Natural Gas",1618.4,"Bcf/yr",117.965807761608
1992,"Sonatrach","State-owned Entity","Oil & NGL",281.8,"Million bbl/yr",112.37561133939
1992,"Sonatrach","State-owned Entity","Natural Gas",1837.4,"Bcf/yr",133.928803250852
1993,"Sonatrach","State-owned Entity","Oil & NGL",274.9,"Million bbl/yr",109.624043850952
1993,"Sonatrach","State-owned Entity","Natural Gas",1786.6,"Bcf/yr",130.22597142047
1994,"Sonatrach","State-owned Entity","Oil & NGL",273.8,"Million bbl/yr",109.185388164389
1994,"Sonatrach","State-owned Entity","Natural Gas",1779,"Bcf/yr",129.67200445372
1995,"Sonatrach","State-owned Entity","Oil & NGL",278.9,"Million bbl/yr",111.219155438452
1995,"Sonatrach","State-owned Entity","Natural Gas",1834,"Bcf/yr",133.680975923621
1996,"Sonatrach","State-owned Entity","Oil & NGL",298.6,"Million bbl/yr",119.075080006891
1996,"Sonatrach","State-owned Entity","Natural Gas",2020.1,"Bcf/yr",147.245877569961
1997,"Sonatrach","State-owned Entity","Oil & NGL",311,"Million bbl/yr",124.019925928141
1997,"Sonatrach","State-owned Entity","Natural Gas",2096.5,"Bcf/yr",152.814703393605
1998,"Sonatrach","State-owned Entity","Oil & NGL",300.8,"Million bbl/yr",119.952391380016
1998,"Sonatrach","State-owned Entity","Natural Gas",2065.6,"Bcf/yr",150.562390331424
1999,"Sonatrach","State-owned Entity","Oil & NGL",279.5,"Million bbl/yr",111.458422176577
1999,"Sonatrach","State-owned Entity","Natural Gas",2127,"Bcf/yr",155.037860299642
2000,"Sonatrach","State-owned Entity","Oil & NGL",295.7,"Million bbl/yr",117.918624105953
2000,"Sonatrach","State-owned Entity","Natural Gas",2310.8,"Bcf/yr",168.435114048149
2001,"Sonatrach","State-owned Entity","Oil & NGL",285.5,"Million bbl/yr",113.851089557828
2001,"Sonatrach","State-owned Entity","Natural Gas",2310.8,"Bcf/yr",168.435114048149
2002,"Sonatrach","State-owned Entity","Oil & NGL",310.3,"Million bbl/yr",123.740781400329
2002,"Sonatrach","State-owned Entity","Natural Gas",2653,"Bcf/yr",193.378205629971
2003,"Sonatrach","State-owned Entity","Oil & NGL",513.1,"Million bbl/yr",204.61293888659
2003,"Sonatrach","State-owned Entity","Natural Gas",2839,"Bcf/yr",206.935818237274
2004,"Sonatrach","State-owned Entity","Oil & NGL",440.6,"Million bbl/yr",175.701541363148
2004,"Sonatrach","State-owned Entity","Natural Gas",2980,"Bcf/yr",217.213363278294
2005,"Sonatrach","State-owned Entity","Oil & NGL",493.4,"Million bbl/yr",196.757014318151
2005,"Sonatrach","State-owned Entity","Natural Gas",3180,"Bcf/yr",231.791441350663
2006,"Sonatrach","State-owned Entity","Oil & NGL",491.8,"Million bbl/yr",196.118969683151
2006,"Sonatrach","State-owned Entity","Natural Gas",3287,"Bcf/yr",239.59071311938
2007,"Sonatrach","State-owned Entity","Oil & NGL",494.6,"Million bbl/yr",197.235547794401
2007,"Sonatrach","State-owned Entity","Natural Gas",3310,"Bcf/yr",241.267192097703
2008,"Sonatrach","State-owned Entity","Oil & NGL",500.8,"Million bbl/yr",199.707970755026
2008,"Sonatrach","State-owned Entity","Natural Gas",3300,"Bcf/yr",240.538288194084
2009,"Sonatrach","State-owned Entity","Oil & NGL",452.6,"Million bbl/yr",180.486876125649
2009,"Sonatrach","State-owned Entity","Natural Gas",2940,"Bcf/yr",214.297747663821
2010,"Sonatrach","State-owned Entity","Oil & NGL",456.3,"Million bbl/yr",181.962354344086
2010,"Sonatrach","State-owned Entity","Natural Gas",2980,"Bcf/yr",217.213363278294
2011,"Sonatrach","State-owned Entity","Oil & NGL",465.7,"Million bbl/yr",185.710866574712
2011,"Sonatrach","State-owned Entity","Natural Gas",2730,"Bcf/yr",198.990765687833
2012,"Sonatrach","State-owned Entity","Oil & NGL",425.2,"Million bbl/yr",169.560361751272
2012,"Sonatrach","State-owned Entity","Natural Gas",2725,"Bcf/yr",198.626313736024
2013,"Sonatrach","State-owned Entity","Oil & NGL",417.5,"Million bbl/yr",166.489771945334
2013,"Sonatrach","State-owned Entity","Natural Gas",2760,"Bcf/yr",201.177477398689
2014,"Sonatrach","State-owned Entity","Oil & NGL",404.1,"Million bbl/yr",161.146148127209
2014,"Sonatrach","State-owned Entity","Natural Gas",2760,"Bcf/yr",201.177477398689
2015,"Sonatrach","State-owned Entity","Oil & NGL",441.5,"Million bbl/yr",176.060441470336
2015,"Sonatrach","State-owned Entity","Natural Gas",4530.8,"Bcf/yr",330.251780651442
2016,"Sonatrach","State-owned Entity","Oil & NGL",418.4,"Million bbl/yr",166.848672052522
2016,"Sonatrach","State-owned Entity","Natural Gas",3289.6,"Bcf/yr",239.780228134321
2017,"Sonatrach","State-owned Entity","Oil & NGL",386.4,"Million bbl/yr",154.08777935252
2017,"Sonatrach","State-owned Entity","Natural Gas",3347,"Bcf/yr",243.964136541091
2018,"Sonatrach","State-owned Entity","Oil & NGL",379.6,"Million bbl/yr",151.37608965377
2018,"Sonatrach","State-owned Entity","Natural Gas",3386.6,"Bcf/yr",246.85059599942
2019,"Sonatrach","State-owned Entity","Oil & NGL",492.92784,"Million bbl/yr",196.568727346362
2019,"Sonatrach","State-owned Entity","Natural Gas",4910.120192,"Bcf/yr",357.900577518451
2020,"Sonatrach","State-owned Entity","Oil & NGL",438.6272,"Million bbl/yr",174.914832328193
2020,"Sonatrach","State-owned Entity","Natural Gas",4770.80736,"Bcf/yr",347.746010811557
2021,"Sonatrach","State-owned Entity","Oil & NGL",447.98028,"Million bbl/yr",178.644633899897
2021,"Sonatrach","State-owned Entity","Natural Gas",5096.253964,"Bcf/yr",371.467940819054
